Timestamp,X,Y,Z,Label,Time_Sec
2025-04-06 14:19:12.862949000,-0.73,-1.07,-9.81,Idle,0.0
2025-04-06 14:19:12.882552000,-0.75,-1.06,-9.81,Idle,0.019603
2025-04-06 14:19:12.902155000,-0.74,-1.06,-9.81,Idle,0.039206
2025-04-06 14:19:12.921758000,-0.74,-1.06,-9.81,Idle,0.058809
2025-04-06 14:19:12.941361000,-0.74,-1.07,-9.81,Idle,0.078412
2025-04-06 14:19:12.960963999,-0.74,-1.08,-9.81,Idle,0.098014999
2025-04-06 14:19:12.980567000,-0.74,-1.07,-9.81,Idle,0.117618
2025-04-06 14:19:13.000169999,-0.74,-1.07,-9.81,Idle,0.137220999
2025-04-06 14:19:13.019773000,-0.75,-1.07,-9.81,Idle,0.156824
2025-04-06 14:19:13.039376000,-0.74,-1.07,-9.82,Idle,0.176427
2025-04-06 14:19:13.058978999,-0.74,-1.07,-9.81,Idle,0.196029999
2025-04-06 14:19:13.078582000,-0.74,-1.07,-9.81,Idle,0.215633
2025-04-06 14:19:13.098185000,-0.74,-1.07,-9.81,Idle,0.235236
2025-04-06 14:19:13.117787999,-0.74,-1.07,-9.81,Idle,0.254838999
2025-04-06 14:19:13.137390999,-0.74,-1.07,-9.81,Idle,0.274441999
2025-04-06 14:19:13.156994000,-0.74,-1.07,-9.8,Idle,0.294045
2025-04-06 14:19:13.176597000,-0.73,-1.07,-9.81,Idle,0.313648
2025-04-06 14:19:13.196199999,-0.74,-1.06,-9.8,Idle,0.333250999
2025-04-06 14:19:13.215803000,-0.75,-1.07,-9.8,Idle,0.352854
2025-04-06 14:19:13.235406000,-0.74,-1.07,-9.82,Idle,0.372457
2025-04-06 14:19:13.255008999,-0.74,-1.07,-9.81,Idle,0.392059999
2025-04-06 14:19:13.274612000,-0.74,-1.08,-9.8,Idle,0.411663
2025-04-06 14:19:13.294215000,-0.75,-1.07,-9.8,Idle,0.431266
2025-04-06 14:19:13.313817999,-0.74,-1.06,-9.82,Idle,0.450868999
2025-04-06 14:19:13.333421000,-0.74,-1.07,-9.81,Idle,0.470472
2025-04-06 14:19:13.353024000,-0.75,-1.07,-9.81,Idle,0.490075
2025-04-06 14:19:13.372626999,-0.74,-1.06,-9.82,Idle,0.509677999
2025-04-06 14:19:13.392230000,-0.74,-1.07,-9.81,Idle,0.529281
2025-04-06 14:19:13.411832999,-0.74,-1.07,-9.8,Idle,0.548883999
2025-04-06 14:19:13.431436000,-0.74,-1.07,-9.81,Idle,0.568487
2025-04-06 14:19:13.451039000,-0.74,-1.07,-9.82,Idle,0.58809
2025-04-06 14:19:13.470641999,-0.74,-1.07,-9.81,Idle,0.607692999
2025-04-06 14:19:13.490245000,-0.74,-1.06,-9.81,Idle,0.627296
2025-04-06 14:19:13.509848000,-0.73,-1.06,-9.81,Idle,0.646899
2025-04-06 14:19:13.529450999,-0.74,-1.07,-9.82,Idle,0.666501999
2025-04-06 14:19:13.549054000,-0.74,-1.07,-9.81,Idle,0.686105
2025-04-06 14:19:13.568657000,-0.74,-1.07,-9.82,Idle,0.705708
2025-04-06 14:19:13.588259999,-0.74,-1.06,-9.8,Idle,0.725310999
2025-04-06 14:19:13.607863000,-0.74,-1.06,-9.8,Idle,0.744914
2025-04-06 14:19:13.627466000,-0.75,-1.06,-9.81,Idle,0.764517
2025-04-06 14:19:13.647068999,-0.73,-1.07,-9.82,Idle,0.784119999
2025-04-06 14:19:13.666672000,-0.74,-1.07,-9.81,Idle,0.803723
2025-04-06 14:19:13.686275000,-0.74,-1.07,-9.81,Idle,0.823326
2025-04-06 14:19:13.705877999,-0.74,-1.07,-9.82,Idle,0.842928999
2025-04-06 14:19:13.725481000,-0.74,-1.07,-9.81,Idle,0.862532
2025-04-06 14:19:13.745084000,-0.74,-1.07,-9.82,Idle,0.882135
2025-04-06 14:19:13.764686999,-0.75,-1.07,-9.8,Idle,0.901737999
2025-04-06 14:19:13.784290000,-0.74,-1.07,-9.81,Idle,0.921341
2025-04-06 14:19:13.803893000,-0.74,-1.07,-9.81,Idle,0.940944
2025-04-06 14:19:13.823495999,-0.74,-1.07,-9.81,Idle,0.960546999
2025-04-06 14:19:13.843099000,-0.74,-1.07,-9.81,Idle,0.98015
2025-04-06 14:19:13.862701999,-0.74,-1.07,-9.81,Idle,0.999752999
2025-04-06 14:19:13.882304999,-0.73,-1.07,-9.8,Idle,1.019355999
2025-04-06 14:19:13.901908000,-0.72,-1.07,-9.8,Idle,1.038959
2025-04-06 14:19:13.921511000,-0.75,-1.08,-9.82,Idle,1.058562
2025-04-06 14:19:13.941114000,-0.76,-1.06,-9.84,Idle,1.078165
2025-04-06 14:19:13.960716999,-0.72,-1.08,-9.8,Idle,1.097767999
2025-04-06 14:19:13.980320000,-0.74,-1.08,-9.8,Idle,1.117371
2025-04-06 14:19:13.999923000,-0.75,-1.08,-9.81,Idle,1.136974
2025-04-06 14:19:14.019526000,-0.75,-1.07,-9.83,Idle,1.156577
2025-04-06 14:19:14.039129000,-0.74,-1.07,-9.82,Idle,1.17618
2025-04-06 14:19:14.058732000,-0.74,-1.08,-9.81,Idle,1.195783
2025-04-06 14:19:14.078334999,-0.74,-1.06,-9.8,Idle,1.215385999
2025-04-06 14:19:14.097938000,-0.75,-1.07,-9.81,Idle,1.234989
2025-04-06 14:19:14.117541000,-0.74,-1.08,-9.83,Idle,1.254592
2025-04-06 14:19:14.137144000,-0.73,-1.08,-9.81,Idle,1.274195
2025-04-06 14:19:14.156747000,-0.75,-1.06,-9.8,Idle,1.293798
2025-04-06 14:19:14.176349999,-0.75,-1.06,-9.81,Idle,1.313400999
2025-04-06 14:19:14.195952999,-0.74,-1.08,-9.81,Idle,1.333003999
2025-04-06 14:19:14.215556000,-0.73,-1.08,-9.81,Idle,1.352607
2025-04-06 14:19:14.235159000,-0.74,-1.07,-9.8,Idle,1.37221
2025-04-06 14:19:14.254762000,-0.59,-1.07,-9.81,Transition,1.391813
2025-04-06 14:19:14.274365000,-0.5,-1.16,-9.81,Transition,1.411416
2025-04-06 14:19:14.293967999,-1.03,-1.17,-9.74,Transition,1.431018999
2025-04-06 14:19:14.313570999,-0.81,-0.8,-9.91,Transition,1.450621999
2025-04-06 14:19:14.333174000,-0.71,-1.27,-9.7,Transition,1.470225
2025-04-06 14:19:14.352777000,-0.79,-1.34,-9.75,Transition,1.489828
