Timestamp,X,Y,Z,Label,Time_Sec
2025-04-06 17:33:06.777641,-1.38,-1.23,-13.05,Idle,0.0
2025-04-06 17:33:06.797250,-0.46,-1.42,-12.45,Transition,0.019609
2025-04-06 17:33:06.816859,-0.14,-1.36,-12.18,Transition,0.039218
2025-04-06 17:33:06.836468,-0.46,-1.03,-12.64,Transition,0.058827
2025-04-06 17:33:06.856077,-0.46,-0.68,-12.75,Transition,0.078436
2025-04-06 17:33:06.875686,-0.42,-0.61,-12.25,Transition,0.098045
2025-04-06 17:33:06.895295,-0.85,-0.53,-12.3,Transition,0.117654
2025-04-06 17:33:06.914904,-1.0,-0.49,-12.28,Transition,0.137263
2025-04-06 17:33:06.934513,-1.4,-0.52,-12.01,Transition,0.156872
2025-04-06 17:33:06.954122,-1.31,-0.6,-11.82,Transition,0.176481
2025-04-06 17:33:06.973731,-0.87,-0.72,-11.3,Transition,0.19609
2025-04-06 17:33:06.993340,-0.71,-0.55,-10.84,Transition,0.215699
2025-04-06 17:33:07.012949,-0.63,-0.41,-10.51,Transition,0.235308
2025-04-06 17:33:07.032558,-0.32,-0.46,-9.96,Transition,0.254917
2025-04-06 17:33:07.052167,-0.27,-0.39,-9.38,Transition,0.274526
2025-04-06 17:33:07.071776,-0.25,-0.27,-9.05,Transition,0.294135
2025-04-06 17:33:07.091385,-0.07,-0.29,-8.57,Transition,0.313744
2025-04-06 17:33:07.110994,-0.07,-0.12,-7.96,Transition,0.333353
2025-04-06 17:33:07.130603,-0.31,0.07,-7.5,Transition,0.352962
2025-04-06 17:33:07.150212,-0.45,0.05,-7.27,Transition,0.372571
2025-04-06 17:33:07.169821,-0.3,-0.02,-6.99,Transition,0.39218
2025-04-06 17:33:07.189430,-0.33,-0.11,-6.63,Transition,0.411789
2025-04-06 17:33:07.209039,-0.56,-0.06,-6.38,Transition,0.431398
2025-04-06 17:33:07.228648,-0.7,-0.09,-6.19,Transition,0.451007
2025-04-06 17:33:07.248257,-0.69,-0.08,-6.18,Transition,0.470616
2025-04-06 17:33:07.267866,-0.6,-0.13,-6.39,Transition,0.490225
2025-04-06 17:33:07.287475,-0.53,-0.1,-6.4,Transition,0.509834
2025-04-06 17:33:07.307084,-0.48,-0.05,-6.4,Transition,0.529443
2025-04-06 17:33:07.326693,-0.01,-0.07,-6.33,Transition,0.549052
2025-04-06 17:33:07.346302,0.21,-0.27,-6.43,Transition,0.568661
2025-04-06 17:33:07.365911,0.15,-0.26,-6.61,Transition,0.58827
2025-04-06 17:33:07.385520,-0.48,-0.26,-7.64,Transition,0.607879
2025-04-06 17:33:07.405129,-0.72,-0.38,-8.33,Transition,0.627488
2025-04-06 17:33:07.424738,-0.69,-0.54,-8.88,Transition,0.647097
2025-04-06 17:33:07.444347,-0.35,-0.48,-9.27,Transition,0.666706
2025-04-06 17:33:07.463956,0.31,-0.31,-9.38,Transition,0.686315
2025-04-06 17:33:07.483565,0.63,-0.17,-9.35,Transition,0.705924
2025-04-06 17:33:07.503174,0.26,-0.09,-9.48,Transition,0.725533
2025-04-06 17:33:07.522783,-0.35,-0.14,-9.85,Transition,0.745142
2025-04-06 17:33:07.542392,-0.47,-0.4,-9.89,Transition,0.764751
2025-04-06 17:33:07.562001,-0.42,-0.65,-9.83,Transition,0.78436
2025-04-06 17:33:07.581610,-0.56,-0.5,-9.8,Transition,0.803969
2025-04-06 17:33:07.601219,-0.42,-0.19,-9.43,Transition,0.823578
2025-04-06 17:33:07.620828,-0.22,-0.09,-9.08,Transition,0.843187
2025-04-06 17:33:07.640437,-0.36,-0.18,-9.04,Transition,0.862796
2025-04-06 17:33:07.660046,-1.03,-0.22,-9.25,Transition,0.882405
2025-04-06 17:33:07.679655,-1.16,-0.19,-9.28,Transition,0.902014
2025-04-06 17:33:07.699264,-1.05,-0.22,-8.99,Transition,0.921623
2025-04-06 17:33:07.718873,-0.94,-0.25,-8.79,Transition,0.941232
2025-04-06 17:33:07.738482,-0.8,-0.34,-8.47,Transition,0.960841
2025-04-06 17:33:07.758091,-0.78,-0.48,-8.34,Transition,0.98045
2025-04-06 17:33:07.777700,-0.76,-0.49,-8.29,Transition,1.000059
2025-04-06 17:33:07.797309,-0.66,-0.48,-8.12,Transition,1.019668
2025-04-06 17:33:07.816918,-0.54,-0.45,-7.82,Transition,1.039277
2025-04-06 17:33:07.836527,-0.43,-0.41,-7.65,Transition,1.058886
2025-04-06 17:33:07.856136,-0.31,-0.42,-7.65,Transition,1.078495
2025-04-06 17:33:07.875745,-0.22,-0.34,-7.63,Transition,1.098104
2025-04-06 17:33:07.895354,-0.3,-0.2,-7.61,Transition,1.117713
2025-04-06 17:33:07.914963,-0.21,-0.33,-7.56,Transition,1.137322
2025-04-06 17:33:07.934572,0.04,-0.41,-7.44,Transition,1.156931
2025-04-06 17:33:07.954181,0.17,-0.39,-7.51,Transition,1.17654
2025-04-06 17:33:07.973790,0.05,-0.38,-7.76,Transition,1.196149
2025-04-06 17:33:07.993399,-0.32,-0.29,-7.98,Transition,1.215758
2025-04-06 17:33:08.013008,-0.6,-0.1,-8.16,Transition,1.235367
2025-04-06 17:33:08.032617,-0.66,-0.16,-8.46,Transition,1.254976
2025-04-06 17:33:08.052226,-0.65,-0.48,-8.98,Transition,1.274585
2025-04-06 17:33:08.071835,-0.57,-0.49,-9.27,Transition,1.294194
2025-04-06 17:33:08.091444,-0.66,-0.18,-9.21,Transition,1.313803
2025-04-06 17:33:08.111053,-1.03,0.05,-9.49,Transition,1.333412
2025-04-06 17:33:08.130662,-1.1,0.0,-9.87,Transition,1.353021
2025-04-06 17:33:08.150271,-0.84,-0.51,-10.23,Transition,1.37263
2025-04-06 17:33:08.169880,-0.36,-0.94,-10.58,Transition,1.392239
2025-04-06 17:33:08.189489,-0.13,-0.69,-10.99,Transition,1.411848
2025-04-06 17:33:08.209098,-0.46,0.05,-11.33,Transition,1.431457
2025-04-06 17:33:08.228707,-0.36,0.1,-11.18,Transition,1.451066
2025-04-06 17:33:08.248316,0.05,-0.23,-10.87,Transition,1.470675
2025-04-06 17:33:08.267925,0.0,-0.69,-10.97,Transition,1.490284
2025-04-06 17:33:08.287534,-1.07,-0.36,-11.9,Transition,1.509893
2025-04-06 17:33:08.307143,-1.23,-0.22,-12.05,Transition,1.529502
2025-04-06 17:33:08.326752,-0.8,-0.33,-11.75,Transition,1.549111
2025-04-06 17:33:08.346361,-0.67,-0.32,-11.74,Transition,1.56872
2025-04-06 17:33:08.365970,-0.92,-0.39,-11.85,Transition,1.588329
2025-04-06 17:33:08.385579,-1.17,-0.48,-12.12,Transition,1.607938
2025-04-06 17:33:08.405188,-0.98,-0.62,-12.36,Transition,1.627547
2025-04-06 17:33:08.424797,-0.89,-0.44,-12.69,Transition,1.647156
