Timestamp,X,Y,Z,Label,Time_Sec
2025-04-06 14:40:33.486520000,0.03,1.02,-10.93,Idle,0.0
2025-04-06 14:40:33.507767500,0.09,0.86,-10.68,Transition,0.0212475
2025-04-06 14:40:33.529015000,0.36,0.82,-10.62,Transition,0.042495
2025-04-06 14:40:33.550262499,0.36,0.57,-10.45,Transition,0.063742499
2025-04-06 14:40:33.571510000,-0.17,0.47,-10.4,Transition,0.08499
2025-04-06 14:40:33.592757500,-0.34,0.6,-10.28,Transition,0.1062375
2025-04-06 14:40:33.614004999,-0.38,0.72,-10.26,Transition,0.127484999
2025-04-06 14:40:33.635252500,-0.41,0.9,-10.34,Transition,0.1487325
2025-04-06 14:40:33.656500000,-0.2,0.9,-10.21,Transition,0.16998
2025-04-06 14:40:33.677747500,-0.2,0.58,-9.72,Transition,0.1912275
2025-04-06 14:40:33.698995000,-0.49,0.5,-9.83,Transition,0.212475
2025-04-06 14:40:33.720242500,-0.61,0.48,-10.06,Transition,0.2337225
2025-04-06 14:40:33.741489999,-0.31,0.55,-10.1,Transition,0.254969999
2025-04-06 14:40:33.762737500,1.11,1.77,-13.24,Transition,0.2762175
2025-04-06 14:40:33.783985000,2.36,4.0,-15.99,Transition,0.297465
2025-04-06 14:40:33.805232500,-1.31,-2.4,-5.66,Transition,0.3187125
2025-04-06 14:40:33.826480000,-0.53,-1.05,-13.24,Transition,0.33996
2025-04-06 14:40:33.847727499,-0.13,-0.26,-10.13,Transition,0.361207499
2025-04-06 14:40:33.868975000,0.27,-0.42,-9.53,Transition,0.382455
2025-04-06 14:40:33.890222499,-0.08,0.28,-9.54,Transition,0.403702499
2025-04-06 14:40:33.911470000,-1.17,1.32,-10.45,Transition,0.42495
2025-04-06 14:40:33.932717499,-2.2,1.24,-10.07,Transition,0.446197499
2025-04-06 14:40:33.953965000,-1.64,1.45,-10.09,Transition,0.467445
2025-04-06 14:40:33.975212500,0.45,0.44,-9.83,Transition,0.4886925
2025-04-06 14:40:33.996459999,0.26,0.33,-9.58,Transition,0.509939999
2025-04-06 14:40:34.017707499,-0.69,1.11,-9.82,Transition,0.531187499
2025-04-06 14:40:34.038955000,-1.14,1.34,-10.13,Transition,0.552435
2025-04-06 14:40:34.060202500,-0.36,0.7,-9.89,Transition,0.5736825
2025-04-06 14:40:34.081450000,-0.01,0.5,-9.75,Transition,0.59493
2025-04-06 14:40:34.102697499,-0.29,0.84,-9.87,Transition,0.616177499
2025-04-06 14:40:34.123945000,-0.86,0.94,-9.9,Transition,0.637425
2025-04-06 14:40:34.145192500,-0.61,1.0,-9.95,Transition,0.6586725
2025-04-06 14:40:34.166440000,-0.06,1.04,-9.78,Transition,0.67992
2025-04-06 14:40:34.187687500,-0.23,0.84,-9.84,Transition,0.7011675
2025-04-06 14:40:34.208934999,-0.8,0.37,-9.9,Transition,0.722414999
2025-04-06 14:40:34.230182500,-0.63,0.82,-9.9,Transition,0.7436625
2025-04-06 14:40:34.251430000,-0.18,1.07,-9.83,Transition,0.76491
2025-04-06 14:40:34.272677500,-0.32,0.85,-9.84,Transition,0.7861575
2025-04-06 14:40:34.293924999,-0.61,0.68,-9.89,Transition,0.807404999
2025-04-06 14:40:34.315172500,-0.38,0.99,-9.87,Transition,0.8286525
2025-04-06 14:40:34.336420000,-0.34,0.94,-9.86,Transition,0.8499
2025-04-06 14:40:34.357667500,-0.51,0.73,-9.87,Transition,0.8711475
2025-04-06 14:40:34.378914999,-0.5,0.79,-9.88,Transition,0.892394999
2025-04-06 14:40:34.400162499,-0.39,0.93,-9.87,Transition,0.913642499
2025-04-06 14:40:34.421410000,-0.4,0.86,-9.87,Transition,0.93489
2025-04-06 14:40:34.442657500,-0.49,0.75,-9.86,Transition,0.9561375
2025-04-06 14:40:34.463905000,-0.47,0.84,-9.87,Transition,0.977385
2025-04-06 14:40:34.485152499,-0.41,0.91,-9.87,Transition,0.998632499
2025-04-06 14:40:34.506399999,-0.44,0.82,-9.86,Transition,1.019879999
2025-04-06 14:40:34.527647500,-0.46,0.79,-9.86,Transition,1.0411275
2025-04-06 14:40:34.548894999,-0.42,0.85,-9.86,Transition,1.062374999
2025-04-06 14:40:34.570142500,-0.42,0.86,-9.87,Transition,1.0836225
2025-04-06 14:40:34.591390000,-0.46,0.82,-9.86,Transition,1.10487
2025-04-06 14:40:34.612637500,-0.44,0.82,-9.86,Transition,1.1261175
2025-04-06 14:40:34.633885000,-0.42,0.83,-9.87,Transition,1.147365
2025-04-06 14:40:34.655132500,-0.45,0.84,-9.87,Transition,1.1686125
2025-04-06 14:40:34.676380000,-0.44,0.83,-9.86,Transition,1.18986
2025-04-06 14:40:34.697627500,-0.44,0.84,-9.87,Transition,1.2111075
2025-04-06 14:40:34.718874999,-0.44,0.84,-9.87,Transition,1.232354999
2025-04-06 14:40:34.740122500,-0.45,0.85,-9.86,Transition,1.2536025
2025-04-06 14:40:34.761370000,-0.46,0.84,-9.86,Transition,1.27485
2025-04-06 14:40:34.782617500,-0.44,0.82,-9.87,Transition,1.2960975
2025-04-06 14:40:34.803865000,-0.43,0.83,-9.87,Transition,1.317345
2025-04-06 14:40:34.825112499,-0.44,0.84,-9.88,Transition,1.338592499
2025-04-06 14:40:34.846360000,-0.44,0.83,-9.87,Transition,1.35984
2025-04-06 14:40:34.867607500,-0.44,0.83,-9.88,Transition,1.3810875
2025-04-06 14:40:34.888855000,-0.44,0.83,-9.87,Transition,1.402335
2025-04-06 14:40:34.910102500,-0.46,0.84,-9.87,Transition,1.4235825
2025-04-06 14:40:34.931349999,-0.45,0.84,-9.86,Transition,1.444829999
2025-04-06 14:40:34.952597500,-0.44,0.83,-9.86,Idle,1.4660775
2025-04-06 14:40:34.973845000,-0.44,0.84,-9.87,Idle,1.487325
2025-04-06 14:40:34.995092499,-0.45,0.84,-9.87,Idle,1.508572499
2025-04-06 14:40:35.016340000,-0.44,0.83,-9.86,Idle,1.52982
2025-04-06 14:40:35.037587499,-0.45,0.83,-9.88,Idle,1.551067499
2025-04-06 14:40:35.058835000,-0.46,0.84,-9.87,Idle,1.572315
2025-04-06 14:40:35.080082500,-0.44,0.84,-9.86,Idle,1.5935625
2025-04-06 14:40:35.101329999,-0.44,0.84,-9.87,Idle,1.614809999
2025-04-06 14:40:35.122577500,-0.44,0.84,-9.88,Idle,1.6360575
2025-04-06 14:40:35.143825000,-0.45,0.84,-9.87,Idle,1.657305
2025-04-06 14:40:35.165072500,-0.44,0.84,-9.87,Idle,1.6785525
2025-04-06 14:40:35.186320000,-0.45,0.84,-9.85,Idle,1.6998
2025-04-06 14:40:35.207567499,-0.46,0.84,-9.87,Idle,1.721047499
2025-04-06 14:40:35.228815000,-0.45,0.84,-9.88,Idle,1.742295
2025-04-06 14:40:35.250062500,-0.44,0.85,-9.87,Idle,1.7635425
2025-04-06 14:40:35.271309999,-0.45,0.84,-9.87,Idle,1.784789999
2025-04-06 14:40:35.292557500,-0.45,0.84,-9.86,Idle,1.8060375
2025-04-06 14:40:35.313804999,-0.45,0.84,-9.86,Idle,1.827284999
2025-04-06 14:40:35.335052500,-0.44,0.83,-9.87,Idle,1.8485325
2025-04-06 14:40:35.356300000,-0.45,0.83,-9.86,Idle,1.86978
2025-04-06 14:40:35.377547499,-0.44,0.84,-9.86,Idle,1.891027499
2025-04-06 14:40:35.398795000,-0.44,0.84,-9.87,Idle,1.912275
2025-04-06 14:40:35.420042499,-0.44,0.84,-9.88,Idle,1.933522499
2025-04-06 14:40:35.441290000,-0.45,0.84,-9.87,Idle,1.95477
