Timestamp,X,Y,Z,Label,Time_Sec
2025-04-06 14:28:51.360974000,-0.45,0.68,-9.88,Idle,0.0
2025-04-06 14:28:51.371649000,-0.45,0.67,-9.89,Idle,0.010675
2025-04-06 14:28:51.382324000,-0.45,0.67,-9.89,Idle,0.02135
2025-04-06 14:28:51.392998999,-0.45,0.66,-9.88,Idle,0.032024999
2025-04-06 14:28:51.403674000,-0.45,0.66,-9.88,Idle,0.0427
2025-04-06 14:28:51.414349000,-0.45,0.68,-9.88,Idle,0.053375
2025-04-06 14:28:51.425023999,-0.44,0.66,-9.89,Idle,0.064049999
2025-04-06 14:28:51.435699000,-0.45,0.67,-9.9,Idle,0.074725
2025-04-06 14:28:51.446374000,-0.45,0.67,-9.89,Idle,0.0854
2025-04-06 14:28:51.457049000,-0.45,0.67,-9.88,Idle,0.096075
2025-04-06 14:28:51.467724000,-0.45,0.67,-9.89,Idle,0.10675
2025-04-06 14:28:51.478399000,-0.45,0.67,-9.89,Idle,0.117425
2025-04-06 14:28:51.489073999,-0.44,0.67,-9.89,Idle,0.128099999
2025-04-06 14:28:51.499749000,-0.44,0.67,-9.89,Idle,0.138775
2025-04-06 14:28:51.510424000,-0.44,0.66,-9.89,Idle,0.14945
2025-04-06 14:28:51.521099000,-0.45,0.68,-9.89,Idle,0.160125
2025-04-06 14:28:51.531774000,-0.45,0.67,-9.88,Idle,0.1708
2025-04-06 14:28:51.542449000,-0.44,0.66,-9.89,Idle,0.181475
2025-04-06 14:28:51.553124000,-0.44,0.66,-9.89,Idle,0.19215
2025-04-06 14:28:51.563799000,-0.45,0.67,-9.89,Idle,0.202825
2025-04-06 14:28:51.574474000,-0.44,0.67,-9.88,Idle,0.2135
2025-04-06 14:28:51.585149000,-0.46,0.68,-9.89,Idle,0.224175
2025-04-06 14:28:51.595824000,-0.46,0.69,-9.89,Idle,0.23485
2025-04-06 14:28:51.606499000,-0.43,0.66,-9.89,Idle,0.245525
2025-04-06 14:28:51.617173999,-0.45,0.67,-9.88,Idle,0.256199999
2025-04-06 14:28:51.627849000,-0.46,0.67,-9.89,Idle,0.266875
2025-04-06 14:28:51.638524000,-0.45,0.68,-9.88,Idle,0.27755
2025-04-06 14:28:51.649199000,-0.44,0.67,-9.88,Idle,0.288225
2025-04-06 14:28:51.659874000,-0.45,0.67,-9.88,Idle,0.2989
2025-04-06 14:28:51.670549000,-0.45,0.66,-9.88,Idle,0.309575
2025-04-06 14:28:51.681224000,-0.45,0.66,-9.89,Idle,0.32025
2025-04-06 14:28:51.691899000,-0.45,0.66,-9.9,Idle,0.330925
2025-04-06 14:28:51.702574000,-0.44,0.66,-9.89,Idle,0.3416
2025-04-06 14:28:51.713249000,-0.44,0.67,-9.88,Idle,0.352275
2025-04-06 14:28:51.723924000,-0.45,0.67,-9.89,Idle,0.36295
2025-04-06 14:28:51.734599000,-0.44,0.66,-9.88,Idle,0.373625
2025-04-06 14:28:51.745274000,-0.44,0.66,-9.88,Idle,0.3843
2025-04-06 14:28:51.755949000,-0.44,0.66,-9.89,Idle,0.394975
2025-04-06 14:28:51.766624000,-0.44,0.67,-9.88,Idle,0.40565
2025-04-06 14:28:51.777299000,-0.45,0.67,-9.89,Idle,0.416325
2025-04-06 14:28:51.787974000,-0.45,0.67,-9.88,Idle,0.427
2025-04-06 14:28:51.798649000,-0.44,0.66,-9.88,Idle,0.437675
2025-04-06 14:28:51.809324000,-0.45,0.67,-9.89,Idle,0.44835
2025-04-06 14:28:51.819999000,-0.45,0.67,-9.89,Idle,0.459025
2025-04-06 14:28:51.830674000,-0.45,0.66,-9.89,Idle,0.4697
2025-04-06 14:28:51.841349000,-0.47,0.66,-9.9,Idle,0.480375
2025-04-06 14:28:51.852024000,-0.43,0.68,-9.91,Idle,0.49105
2025-04-06 14:28:51.862699000,-0.43,0.68,-9.86,Idle,0.501725
2025-04-06 14:28:51.873373999,-0.46,0.65,-9.89,Idle,0.512399999
2025-04-06 14:28:51.884049000,-0.46,0.66,-9.88,Idle,0.523075
2025-04-06 14:28:51.894724000,-0.43,0.68,-9.87,Idle,0.53375
2025-04-06 14:28:51.905399000,-0.44,0.67,-9.88,Idle,0.544425
2025-04-06 14:28:51.916074000,-0.45,0.64,-9.9,Idle,0.5551
2025-04-06 14:28:51.926749000,-0.44,0.67,-9.89,Idle,0.565775
2025-04-06 14:28:51.937424000,-0.43,0.69,-9.89,Idle,0.57645
2025-04-06 14:28:51.948099000,-0.45,0.65,-9.89,Idle,0.587125
2025-04-06 14:28:51.958774000,-0.45,0.66,-9.87,Idle,0.5978
2025-04-06 14:28:51.969449000,-0.44,0.68,-9.88,Idle,0.608475
2025-04-06 14:28:51.980124000,-0.43,0.67,-9.89,Idle,0.61915
2025-04-06 14:28:51.990799000,-0.45,0.66,-9.89,Idle,0.629825
2025-04-06 14:28:52.001474000,-0.45,0.67,-9.89,Idle,0.6405
2025-04-06 14:28:52.012149000,-0.45,0.67,-9.89,Idle,0.651175
2025-04-06 14:28:52.022824000,-0.64,0.67,-9.88,Transition,0.66185
2025-04-06 14:28:52.033499000,-0.6,0.66,-9.94,Transition,0.672525
2025-04-06 14:28:52.044174000,0.0,0.66,-9.78,Transition,0.6832
2025-04-06 14:28:52.054849000,-0.83,0.73,-9.96,Transition,0.693875
2025-04-06 14:28:52.065524000,-0.64,0.59,-9.93,Transition,0.70455
2025-04-06 14:28:52.076199000,-0.08,0.63,-9.81,Transition,0.715225
2025-04-06 14:28:52.086874000,-0.45,0.76,-9.9,Transition,0.7259
2025-04-06 14:28:52.097549000,-0.94,0.66,-9.92,Transition,0.736575
